Province,District,DS Division,GN Division,
Central,Nuwara Eliya,Nuwara Eliya,Hollyrood,
Central,Nuwara Eliya,Nuwara Eliya,Great Western,
Central,Nuwara Eliya,Nuwara Eliya,Bangalahatha,
Central,Nuwara Eliya,Nuwara Eliya,Toppass,
Central,Nuwara Eliya,Nuwara Eliya,Park,
Central,Nuwara Eliya,Nuwara Eliya,Concordia,
Central,Nuwara Eliya,Nuwara Eliya,Kandapola,
Central,Nuwara Eliya,Nuwara Eliya,Kandapola Central,
Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya East,
Central,Nuwara Eliya,Nuwara Eliya,Bambarakele,
Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya West,
Central,Nuwara Eliya,Nuwara Eliya,Shanthipura,
Central,Nuwara Eliya,Nuwara Eliya,Kalapura,
Central,Nuwara Eliya,Nuwara Eliya,Bearwell,
Central,Nuwara Eliya,Nuwara Eliya,Thalawakele,
Central,Nuwara Eliya,Nuwara Eliya,Devon,
Central,Nuwara Eliya,Nuwara Eliya,Dimbula,
Central,Nuwara Eliya,Nuwara Eliya,Stonycliff,
Central,Nuwara Eliya,Nuwara Eliya,Kuduoya,
Central,Nuwara Eliya,Nuwara Eliya,Kotagala,
Central,Nuwara Eliya,Nuwara Eliya,Drayton,
Central,Nuwara Eliya,Nuwara Eliya,Yulefield,
Central,Nuwara Eliya,Nuwara Eliya,Coombewood,
Central,Nuwara Eliya,Nuwara Eliya,Lindula,
Central,Nuwara Eliya,Nuwara Eliya,Rathnagiriya,
Central,Nuwara Eliya,Nuwara Eliya,Waltrim,
Central,Nuwara Eliya,Nuwara Eliya,Summerset,
Central,Nuwara Eliya,Nuwara Eliya,Nanuoya,
Central,Nuwara Eliya,Nuwara Eliya,Windicorner,
Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,
Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Central,
Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya North,
Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya West,
Central,Nuwara Eliya,Nuwara Eliya,Bulu Ela,
Central,Nuwara Eliya,Nuwara Eliya,Galpalama,
Central,Nuwara Eliya,Nuwara Eliya,Jayalanka,
Central,Nuwara Eliya,Nuwara Eliya,Kandapola East,
Central,Nuwara Eliya,Nuwara Eliya,Pedro,
Central,Nuwara Eliya,Nuwara Eliya,Goredihela,
Central,Nuwara Eliya,Nuwara Eliya,Seethaeliya,
Central,Nuwara Eliya,Nuwara Eliya,Sandathenna,
Central,Nuwara Eliya,Nuwara Eliya,Kelegala,
Central,Nuwara Eliya,Nuwara Eliya,Kalukele,
Central,Nuwara Eliya,Nuwara Eliya,Magasthota,
Central,Nuwara Eliya,Nuwara Eliya,Ruwaneliya,
Central,Nuwara Eliya,Nuwara Eliya,Perakumpura,
Central,Nuwara Eliya,Nuwara Eliya,Kirimetiya,
Central,Nuwara Eliya,Nuwara Eliya,Nagasena,
Central,Nuwara Eliya,Nuwara Eliya,Eildonhall,
Central,Nuwara Eliya,Nuwara Eliya,Rahanwatta,
Central,Nuwara Eliya,Nuwara Eliya,Balmoral,
Central,Nuwara Eliya,Nuwara Eliya,Hallbrook,
Central,Nuwara Eliya,Nuwara Eliya,Henfold,
Central,Nuwara Eliya,Nuwara Eliya,Thangakele,
Central,Nuwara Eliya,Nuwara Eliya,Magoda,
Central,Nuwara Eliya,Nuwara Eliya,Mihindupura,
Central,Nuwara Eliya,Nuwara Eliya,Meepilimana,
Central,Nuwara Eliya,Nuwara Eliya,Ambewela,
Central,Nuwara Eliya,Nuwara Eliya,Pattipola,
Central,Nuwara Eliya,Nuwara Eliya,Lippakelle,
Central,Nuwara Eliya,Nuwara Eliya,Dayagama West,
Central,Nuwara Eliya,Nuwara Eliya,Sandrinham,
Central,Nuwara Eliya,Nuwara Eliya,Glasgow,
Central,Nuwara Eliya,Nuwara Eliya,Braemore,
Central,Nuwara Eliya,Nuwara Eliya,Albian,
Central,Nuwara Eliya,Nuwara Eliya,Elbedda,
Central,Nuwara Eliya,Nuwara Eliya,Agarapathana,
Central,Nuwara Eliya,Nuwara Eliya,Weverly,
Central,Nuwara Eliya,Nuwara Eliya,Dayagama East,
Central,Nuwara Eliya,Ambagamuwa,Kalugala,
Central,Nuwara Eliya,Ambagamuwa,Pitawala,
Central,Nuwara Eliya,Ambagamuwa,Bulathgama,
Central,Nuwara Eliya,Ambagamuwa,Gonawala,
Central,Nuwara Eliya,Ambagamuwa,Ambagamuwa North,
Central,Nuwara Eliya,Ambagamuwa,Sellipigama,
Central,Nuwara Eliya,Ambagamuwa,Ambagamuwa East,
Central,Nuwara Eliya,Ambagamuwa,Ambagamuwa South,
Central,Nuwara Eliya,Ambagamuwa,Rampadeniya,
Central,Nuwara Eliya,Ambagamuwa,Millagahamula,
Central,Nuwara Eliya,Ambagamuwa,Dagampitiya,
Central,Nuwara Eliya,Ambagamuwa,Polpitiya,
Central,Nuwara Eliya,Ambagamuwa,Minuwandeniya,
Central,Nuwara Eliya,Ambagamuwa,Hitigegama,
Central,Nuwara Eliya,Ambagamuwa,Kehelwarawa,
Central,Nuwara Eliya,Ambagamuwa,Homagama,
Central,Nuwara Eliya,Ambagamuwa,Hebbekanda,
Central,Nuwara Eliya,Ambagamuwa,Samansirigama,
Central,Nuwara Eliya,Ambagamuwa,Theeniyagala,
Central,Nuwara Eliya,Ambagamuwa,Ginigathhena,
Central,Nuwara Eliya,Ambagamuwa,Dehigasthenna,
Central,Nuwara Eliya,Ambagamuwa,Kalaweldeniya,
Central,Nuwara Eliya,Ambagamuwa,Morahenagama,
Central,Nuwara Eliya,Ambagamuwa,Hangarapitiya,
Central,Nuwara Eliya,Ambagamuwa,Jambuthenna,
Central,Nuwara Eliya,Ambagamuwa,Kottellena,
Central,Nuwara Eliya,Ambagamuwa,Waggama,
Central,Nuwara Eliya,Ambagamuwa,Lakshapana,
Central,Nuwara Eliya,Ambagamuwa,Kiriwaneliya,
Central,Nuwara Eliya,Ambagamuwa,Vidulipura South,
Central,Nuwara Eliya,Ambagamuwa,Vidulipura North,
Central,Nuwara Eliya,Ambagamuwa,Watawala,
Central,Nuwara Eliya,Ambagamuwa,Rosella,
Central,Nuwara Eliya,Ambagamuwa,Welioya,
Central,Nuwara Eliya,Ambagamuwa,Maussakele,
Central,Nuwara Eliya,Ambagamuwa,Lethant,
Central,Nuwara Eliya,Ambagamuwa,Shanon,
Central,Nuwara Eliya,Ambagamuwa,Hatton East,
Central,Nuwara Eliya,Ambagamuwa,Hatton South,
Central,Nuwara Eliya,Ambagamuwa,Panmur,
Central,Nuwara Eliya,Ambagamuwa,Ruwanpura,
Central,Nuwara Eliya,Ambagamuwa,Hatton West,
Central,Nuwara Eliya,Ambagamuwa,Hatton North,
Central,Nuwara Eliya,Ambagamuwa,Dickoya,
Central,Nuwara Eliya,Ambagamuwa,Annfield,
Central,Nuwara Eliya,Ambagamuwa,Dickoya South,
Central,Nuwara Eliya,Ambagamuwa,Injustry,
Central,Nuwara Eliya,Ambagamuwa,Wanarajah,
Central,Nuwara Eliya,Ambagamuwa,Newvalleygama,
Central,Nuwara Eliya,Ambagamuwa,Norwood,
Central,Nuwara Eliya,Ambagamuwa,Maskeliya,
Central,Nuwara Eliya,Ambagamuwa,Brownlow,
Central,Nuwara Eliya,Ambagamuwa,Seethagangula,
Central,Nuwara Eliya,Ambagamuwa,Moray,
Central,Nuwara Eliya,Ambagamuwa,Mocha,
Central,Nuwara Eliya,Ambagamuwa,Brownswick,
Central,Nuwara Eliya,Ambagamuwa,Gawarawila,
Central,Nuwara Eliya,Ambagamuwa,Mahanelu,
Central,Nuwara Eliya,Ambagamuwa,Venture,
Central,Nuwara Eliya,Ambagamuwa,Tillary,
Central,Nuwara Eliya,Ambagamuwa,Kirkoswald,
Central,Nuwara Eliya,Ambagamuwa,Bogawana,
Central,Nuwara Eliya,Ambagamuwa,Loinon,
Central,Nuwara Eliya,Ambagamuwa,Kotiyagala,
Central,Nuwara Eliya,Ambagamuwa,Bagawanthalawa South,
Central,Nuwara Eliya,Ambagamuwa,Aulton Watta,
Central,Nuwara Eliya,Ambagamuwa,Strathspey,
